Frame,Person1_head,Person1_neck,Person1_left_ear,Person1_right_ear,Person1_left_shoulder,Person1_left_elbow,Person1_left_hand,Person1_right_shoulder,Person1_right_elbow,Person1_right_hand,Person2_head,Person2_neck,Person2_left_ear,Person2_right_ear,Person2_left_shoulder,Person2_left_elbow,Person2_left_hand,Person2_right_shoulder,Person2_right_elbow,Person2_right_hand,Person3_head,Person3_neck,Person3_left_ear,Person3_right_ear,Person3_left_shoulder,Person3_left_elbow,Person3_left_hand,Person3_right_shoulder,Person3_right_elbow,Person3_right_hand,Person4_head,Person4_neck,Person4_left_ear,Person4_right_ear,Person4_left_shoulder,Person4_left_elbow,Person4_left_hand,Person4_right_shoulder,Person4_right_elbow,Person4_right_hand
829,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(979.32,360.07,1.00)","(980.81,406.62,0.99)","(937.34,386.76,1.00)","(993.01,346.73,0.97)","(896.61,428.88,1.00)","(863.14,409.13,0.97)","(883.51,351.43,0.98)","(0.00,0.00,0.37)","(0.00,0.00,0.00)","(0.00,0.00,0.07)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1223.33,312.06,1.00)","(1213.86,369.36,1.00)","(1182.63,330.43,1.00)","(1246.23,329.60,1.00)","(1140.68,362.37,1.00)","(1106.03,334.94,1.00)","(1153.13,296.33,1.00)","(1255.25,357.17,0.98)","(1254.84,317.03,0.95)","(1247.55,263.23,0.99)"
830,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(539.10,574.44,0.99)","(601.42,614.89,0.99)","(547.32,628.68,0.98)","(541.52,541.00,0.97)","(610.77,672.73,0.98)","(642.21,709.14,0.60)","(0.00,0.00,0.45)","(596.47,505.33,0.97)","(0.00,0.00,0.04)","(0.00,0.00,0.01)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.83,311.61,1.00)","(1214.22,369.65,1.00)","(1182.94,331.84,1.00)","(1245.85,329.02,1.00)","(1143.32,362.20,1.00)","(1107.69,335.37,1.00)","(1152.91,295.05,1.00)","(1255.46,355.61,0.98)","(1254.97,316.66,0.95)","(1246.28,263.24,1.00)"
831,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(539.35,574.58,0.99)","(601.96,615.33,0.99)","(547.94,628.94,0.98)","(541.84,541.17,0.97)","(611.58,672.68,0.98)","(642.31,709.23,0.60)","(0.00,0.00,0.46)","(596.55,505.89,0.97)","(0.00,0.00,0.05)","(0.00,0.00,0.01)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.90,311.20,1.00)","(1214.02,369.50,1.00)","(1183.08,331.57,1.00)","(1245.86,328.92,1.00)","(1143.09,361.96,1.00)","(1107.81,334.98,1.00)","(1153.16,295.25,1.00)","(1255.42,356.15,0.99)","(1255.17,317.02,0.96)","(1247.09,263.43,1.00)"
832,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(539.30,574.37,0.99)","(601.66,614.50,0.99)","(547.58,628.73,0.98)","(541.50,540.90,0.97)","(610.85,672.43,0.98)","(641.59,708.93,0.60)","(0.00,0.00,0.46)","(596.55,505.33,0.97)","(0.00,0.00,0.05)","(0.00,0.00,0.01)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.87,311.78,1.00)","(1214.08,369.61,1.00)","(1182.86,331.64,1.00)","(1245.81,329.07,1.00)","(1143.01,362.26,1.00)","(1107.59,335.30,1.00)","(1152.85,295.05,1.00)","(1255.39,355.88,0.98)","(1254.92,316.69,0.96)","(1246.33,263.19,1.00)"
833,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.74,364.43,1.00)","(980.65,406.06,0.99)","(937.89,389.60,1.00)","(992.27,345.94,0.98)","(901.64,430.93,1.00)","(862.11,411.87,0.98)","(885.82,351.66,0.99)","(0.00,0.00,0.32)","(0.00,0.00,0.01)","(0.00,0.00,0.24)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1223.21,311.70,1.00)","(1215.08,368.48,1.00)","(1183.66,330.39,1.00)","(1245.66,329.23,1.00)","(1140.77,362.19,1.00)","(1105.77,334.17,1.00)","(1154.58,296.78,1.00)","(1255.67,358.25,0.99)","(1255.40,317.72,0.95)","(1248.11,264.28,0.99)"
834,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(984.11,364.47,1.00)","(981.03,406.18,0.99)","(937.93,389.66,1.00)","(992.69,345.63,0.98)","(902.47,431.01,1.00)","(861.63,412.41,0.98)","(885.19,352.05,0.99)","(0.00,0.00,0.35)","(0.00,0.00,0.01)","(0.00,0.00,0.27)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.96,311.12,1.00)","(1214.72,368.74,1.00)","(1183.36,330.31,1.00)","(1245.70,329.39,1.00)","(1141.15,361.75,1.00)","(1106.40,334.41,1.00)","(1154.67,296.42,1.00)","(1255.49,358.10,0.99)","(1255.13,317.71,0.95)","(1247.77,264.16,0.99)"
835,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.63,364.53,1.00)","(980.62,405.96,0.99)","(937.91,389.86,1.00)","(991.99,345.96,0.98)","(902.00,431.07,1.00)","(862.10,412.18,0.98)","(885.70,351.75,0.99)","(0.00,0.00,0.32)","(0.00,0.00,0.01)","(0.00,0.00,0.29)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1223.38,311.58,1.00)","(1215.04,368.68,1.00)","(1183.79,330.40,1.00)","(1245.78,329.28,1.00)","(1140.92,362.01,1.00)","(1106.10,334.10,1.00)","(1154.72,296.66,1.00)","(1255.59,358.48,0.99)","(1255.34,317.90,0.95)","(1248.31,264.49,0.99)"
836,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(984.60,363.68,1.00)","(981.84,405.40,0.99)","(939.78,389.37,1.00)","(993.33,345.84,0.98)","(911.88,433.10,1.00)","(863.24,413.84,1.00)","(883.26,353.93,1.00)","(0.00,0.00,0.50)","(0.00,0.00,0.03)","(922.82,328.25,0.56)","(1223.08,309.38,1.00)","(1213.39,368.01,1.00)","(1183.34,328.35,1.00)","(1245.65,329.39,1.00)","(1140.03,360.86,1.00)","(1105.65,333.66,1.00)","(1153.81,296.08,0.99)","(1254.95,359.15,0.99)","(1255.29,318.94,0.96)","(1248.69,264.59,1.00)"
837,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.04,364.91,1.00)","(978.84,408.20,0.99)","(936.25,387.20,1.00)","(994.87,348.01,0.98)","(902.62,431.57,1.00)","(862.80,409.64,0.98)","(885.69,351.22,0.99)","(0.00,0.00,0.38)","(0.00,0.00,0.01)","(0.00,0.00,0.22)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1223.37,309.86,1.00)","(1213.38,367.60,1.00)","(1183.31,328.08,1.00)","(1245.61,329.03,1.00)","(1139.34,360.89,1.00)","(1105.49,333.26,1.00)","(1153.27,296.21,0.99)","(1254.82,359.37,0.99)","(1255.10,318.63,0.97)","(1248.84,264.18,1.00)"
838,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(984.29,363.66,1.00)","(981.66,405.61,0.99)","(939.61,389.13,1.00)","(993.37,346.18,0.98)","(911.67,433.09,1.00)","(863.12,413.32,1.00)","(883.21,353.91,1.00)","(0.00,0.00,0.50)","(0.00,0.00,0.03)","(922.92,328.53,0.55)","(1222.94,309.71,1.00)","(1213.26,367.93,1.00)","(1183.29,328.46,1.00)","(1245.31,329.41,1.00)","(1139.98,360.98,1.00)","(1105.80,333.80,1.00)","(1153.76,296.25,0.99)","(1254.77,359.11,0.99)","(1255.17,318.89,0.97)","(1248.78,264.51,1.00)"
839,"(383.22,606.17,1.00)","(444.15,629.74,1.00)","(390.36,650.78,0.99)","(401.58,570.72,0.99)","(472.43,712.72,0.98)","(0.00,0.00,0.16)","(0.00,0.00,0.08)","(468.46,535.71,0.98)","(0.00,0.00,0.00)","(0.00,0.00,0.00)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(985.86,365.29,1.00)","(981.62,406.97,0.99)","(938.78,388.40,1.00)","(995.52,348.78,0.98)","(909.38,432.41,1.00)","(861.10,414.86,1.00)","(881.53,357.44,1.00)","(1003.58,374.52,0.52)","(0.00,0.00,0.03)","(920.60,327.82,0.61)","(1223.24,310.66,1.00)","(1213.98,366.97,1.00)","(1183.65,327.58,1.00)","(1245.25,328.52,1.00)","(1138.76,360.88,1.00)","(1103.86,332.61,1.00)","(1153.32,296.66,1.00)","(1254.59,358.73,0.99)","(1255.08,318.18,0.96)","(1249.46,264.77,0.99)"
840,"(383.32,606.26,1.00)","(444.01,629.47,1.00)","(390.60,650.93,0.99)","(401.49,570.58,0.99)","(472.61,712.31,0.98)","(0.00,0.00,0.16)","(0.00,0.00,0.09)","(468.31,535.08,0.98)","(0.00,0.00,0.00)","(0.00,0.00,0.00)","(984.07,365.34,1.00)","(978.19,409.21,0.99)","(934.60,384.61,1.00)","(998.49,351.42,0.98)","(900.81,431.26,0.99)","(860.92,411.26,0.98)","(883.56,352.92,0.99)","(0.00,0.00,0.37)","(0.00,0.00,0.02)","(0.00,0.00,0.31)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1223.00,310.49,1.00)","(1214.21,367.36,1.00)","(1183.41,328.24,1.00)","(1245.42,328.77,1.00)","(1139.99,360.65,1.00)","(1104.30,333.13,1.00)","(1153.48,296.46,1.00)","(1254.91,357.86,0.99)","(1255.27,318.01,0.95)","(1249.26,264.70,0.99)"
841,"(383.25,606.13,1.00)","(444.10,629.69,1.00)","(390.28,650.65,0.99)","(401.59,570.70,0.99)","(472.18,712.67,0.98)","(0.00,0.00,0.16)","(0.00,0.00,0.08)","(468.73,535.53,0.98)","(0.00,0.00,0.00)","(0.00,0.00,0.00)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(986.12,365.57,1.00)","(981.66,406.63,0.99)","(939.11,388.98,1.00)","(995.20,348.63,0.98)","(909.75,432.34,1.00)","(861.42,415.77,1.00)","(880.90,357.57,1.00)","(0.00,0.00,0.50)","(0.00,0.00,0.04)","(919.41,327.74,0.69)","(1223.25,310.48,1.00)","(1213.86,366.74,1.00)","(1183.63,327.39,1.00)","(1245.28,328.28,1.00)","(1138.55,360.89,1.00)","(1103.85,332.62,1.00)","(1153.03,296.53,1.00)","(1254.57,358.61,0.99)","(1254.99,318.06,0.97)","(1249.42,264.62,1.00)"
842,"(355.15,615.29,1.00)","(410.28,625.06,1.00)","(364.16,662.71,0.98)","(366.30,576.86,0.99)","(445.28,708.18,0.97)","(0.00,0.00,0.07)","(0.00,0.00,0.02)","(426.83,528.55,0.99)","(0.00,0.00,0.06)","(0.00,0.00,0.04)","(983.60,363.20,1.00)","(979.55,408.84,0.99)","(934.80,383.71,1.00)","(999.26,350.00,0.98)","(899.39,429.59,0.99)","(860.44,406.48,0.97)","(884.82,350.82,0.98)","(0.00,0.00,0.44)","(0.00,0.00,0.02)","(0.00,0.00,0.24)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.86,308.28,1.00)","(1213.62,367.38,1.00)","(1183.23,328.14,1.00)","(1245.93,329.11,1.00)","(1141.53,358.46,1.00)","(1105.36,332.03,1.00)","(1153.77,294.67,0.99)","(1255.23,357.25,0.98)","(1255.62,318.41,0.95)","(1248.81,264.37,1.00)"
843,"(355.62,615.51,1.00)","(410.62,625.17,1.00)","(364.59,662.79,0.98)","(366.71,577.19,0.99)","(445.45,708.04,0.97)","(0.00,0.00,0.07)","(0.00,0.00,0.02)","(427.21,529.00,0.99)","(0.00,0.00,0.06)","(0.00,0.00,0.05)","(983.37,363.39,1.00)","(979.41,409.07,0.99)","(934.71,383.52,1.00)","(999.30,350.44,0.98)","(898.67,429.74,0.99)","(860.39,406.80,0.97)","(884.47,351.37,0.98)","(0.00,0.00,0.46)","(0.00,0.00,0.02)","(0.00,0.00,0.21)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.98,307.85,1.00)","(1212.95,366.99,1.00)","(1183.31,327.49,1.00)","(1245.70,328.40,1.00)","(1140.32,358.79,1.00)","(1105.03,331.73,1.00)","(1153.34,294.82,0.99)","(1254.92,358.03,0.99)","(1255.42,318.50,0.96)","(1249.00,264.84,1.00)"
844,"(355.36,615.31,1.00)","(410.59,625.06,1.00)","(364.45,662.78,0.98)","(366.52,576.91,0.99)","(445.44,708.16,0.97)","(0.00,0.00,0.07)","(0.00,0.00,0.02)","(427.06,528.73,0.99)","(0.00,0.00,0.06)","(0.00,0.00,0.05)","(983.58,363.35,1.00)","(979.43,409.01,0.99)","(934.73,383.65,1.00)","(999.31,350.33,0.98)","(899.04,429.61,0.99)","(860.20,406.47,0.97)","(884.61,351.07,0.98)","(0.00,0.00,0.44)","(0.00,0.00,0.02)","(0.00,0.00,0.24)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.82,308.35,1.00)","(1213.56,367.33,1.00)","(1183.15,327.95,1.00)","(1245.91,329.03,1.00)","(1141.32,358.52,1.00)","(1105.28,332.05,1.00)","(1153.58,294.81,0.99)","(1255.16,357.32,0.98)","(1255.52,318.33,0.95)","(1248.79,264.45,1.00)"
845,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(982.23,362.75,1.00)","(979.55,409.28,0.99)","(934.43,383.94,1.00)","(998.41,349.73,0.98)","(898.35,429.32,1.00)","(859.50,406.07,0.97)","(885.82,351.12,0.98)","(0.00,0.00,0.50)","(0.00,0.00,0.02)","(0.00,0.00,0.13)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.25,306.19,1.00)","(1211.66,369.11,1.00)","(1182.02,329.03,1.00)","(1245.92,329.78,1.00)","(1143.43,357.51,1.00)","(1108.34,331.56,1.00)","(1154.24,293.42,0.99)","(1254.74,358.07,0.99)","(1255.74,319.22,0.96)","(1249.02,264.76,0.99)"
846,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(982.28,362.30,1.00)","(979.41,409.26,0.99)","(933.89,383.40,1.00)","(998.72,349.78,0.98)","(897.99,429.22,0.99)","(858.76,406.62,0.97)","(885.13,351.49,0.98)","(0.00,0.00,0.49)","(0.00,0.00,0.02)","(0.00,0.00,0.14)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.45,306.67,1.00)","(1211.93,369.25,1.00)","(1182.23,329.16,1.00)","(1245.99,329.72,1.00)","(1143.38,357.56,1.00)","(1108.09,331.83,1.00)","(1154.36,293.92,0.99)","(1254.61,358.04,0.99)","(1255.68,319.44,0.96)","(1249.01,264.79,0.99)"
847,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(982.26,362.68,1.00)","(979.37,409.32,0.99)","(934.41,383.78,1.00)","(998.49,349.96,0.98)","(898.24,429.31,1.00)","(859.37,406.27,0.98)","(885.48,351.31,0.98)","(0.00,0.00,0.49)","(0.00,0.00,0.02)","(0.00,0.00,0.14)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.25,306.34,1.00)","(1211.64,369.51,1.00)","(1181.99,329.37,1.00)","(1245.99,329.93,1.00)","(1143.54,357.82,1.00)","(1108.52,331.66,1.00)","(1154.40,293.49,0.99)","(1254.80,358.40,0.99)","(1255.87,319.45,0.96)","(1248.98,264.92,0.99)"
848,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(981.94,362.27,1.00)","(979.94,409.26,0.99)","(933.94,383.45,1.00)","(998.44,349.44,0.98)","(897.50,428.05,1.00)","(859.59,405.72,0.98)","(885.56,351.49,0.98)","(0.00,0.00,0.50)","(0.00,0.00,0.01)","(0.00,0.00,0.08)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.36,306.64,1.00)","(1212.11,370.17,1.00)","(1182.05,329.78,1.00)","(1245.91,330.43,1.00)","(1144.64,357.78,1.00)","(1108.85,332.11,1.00)","(1154.34,293.88,0.99)","(1254.47,358.44,0.99)","(1255.93,320.10,0.96)","(1248.93,264.56,0.99)"
849,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(981.65,362.30,1.00)","(979.83,409.41,0.99)","(934.05,383.47,1.00)","(998.55,349.98,0.97)","(898.31,427.64,1.00)","(860.36,404.92,0.98)","(886.06,350.99,0.98)","(0.00,0.00,0.46)","(0.00,0.00,0.01)","(0.00,0.00,0.08)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(1222.11,306.07,1.00)","(1211.81,369.87,1.00)","(1181.95,329.60,1.00)","(1245.80,330.30,1.00)","(1145.06,357.21,1.00)","(1109.36,331.65,1.00)","(1154.59,293.34,0.99)","(1254.49,357.82,0.99)","(1255.99,319.74,0.96)","(1248.95,264.49,0.99)"
850,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(981.98,362.40,1.00)","(979.61,409.34,0.99)","(933.99,383.24,1.00)","(998.48,349.69,0.98)","(897.48,427.95,1.00)","(859.40,405.65,0.98)","(885.76,351.29,0.98)","(1009.80,375.93,0.51)","(0.00,0.00,0.01)","(0.00,0.00,0.08)","(1222.41,306.48,1.00)","(1212.02,370.13,1.00)","(1182.10,329.76,1.00)","(1245.92,330.37,1.00)","(1144.60,357.74,1.00)","(1109.03,332.03,1.00)","(1154.46,293.81,0.98)","(1254.48,358.48,0.99)","(1255.98,320.08,0.96)","(1248.97,264.62,0.99)"
851,"(254.50,649.92,1.00)","(309.74,649.97,0.99)","(274.95,692.16,0.97)","(254.04,611.66,0.99)","(358.91,720.00,0.92)","(0.00,0.00,0.02)","(0.00,0.00,0.01)","(302.16,549.80,0.99)","(0.00,0.00,0.29)","(0.00,0.00,0.12)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.02,362.41,1.00)","(980.88,408.54,1.00)","(935.09,384.76,1.00)","(997.90,347.19,0.98)","(894.27,428.28,1.00)","(859.36,406.32,0.98)","(887.72,351.78,0.99)","(1010.34,375.71,0.59)","(0.00,0.00,0.01)","(0.00,0.00,0.04)","(1224.61,308.35,1.00)","(1216.59,369.04,1.00)","(1183.46,330.81,1.00)","(1248.40,327.95,1.00)","(1147.12,360.06,1.00)","(1107.19,335.65,1.00)","(1151.90,300.16,0.83)","(1254.57,354.79,0.99)","(1253.92,317.87,0.99)","(1243.00,260.13,1.00)"
852,"(254.43,650.04,1.00)","(309.82,649.97,0.99)","(274.91,692.39,0.97)","(253.94,611.79,0.99)","(359.15,720.00,0.91)","(0.00,0.00,0.02)","(0.00,0.00,0.01)","(302.20,549.68,0.99)","(0.00,0.00,0.30)","(0.00,0.00,0.12)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.76,361.97,1.00)","(981.49,407.65,1.00)","(935.43,385.21,1.00)","(997.46,345.36,0.98)","(895.41,428.43,1.00)","(859.48,407.81,0.98)","(887.64,351.71,0.99)","(1010.54,374.45,0.58)","(0.00,0.00,0.01)","(0.00,0.00,0.05)","(1224.84,308.53,1.00)","(1216.92,368.89,1.00)","(1183.73,330.68,1.00)","(1248.62,327.95,1.00)","(1146.73,360.31,1.00)","(1107.02,335.63,1.00)","(1151.91,300.44,0.83)","(1254.72,355.03,0.99)","(1254.00,317.91,0.99)","(1243.10,260.18,1.00)"
853,"(254.36,649.92,1.00)","(309.66,649.99,0.99)","(274.83,692.15,0.97)","(254.03,611.61,0.99)","(358.96,720.00,0.91)","(0.00,0.00,0.02)","(0.00,0.00,0.01)","(302.21,549.74,0.99)","(0.00,0.00,0.28)","(0.00,0.00,0.12)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(983.06,362.45,1.00)","(980.98,408.47,1.00)","(935.26,384.93,1.00)","(997.83,347.13,0.98)","(894.35,428.26,1.00)","(859.53,406.26,0.98)","(888.03,351.84,0.99)","(1010.32,375.76,0.60)","(0.00,0.00,0.01)","(0.00,0.00,0.04)","(1224.56,308.21,1.00)","(1216.47,369.18,1.00)","(1183.51,330.87,1.00)","(1248.53,328.05,1.00)","(1147.35,359.78,1.00)","(1107.25,335.88,1.00)","(1151.89,300.22,0.84)","(1254.55,354.52,0.99)","(1253.89,317.76,0.99)","(1242.96,260.24,1.00)"
854,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(982.80,361.60,1.00)","(982.01,407.96,0.99)","(935.56,384.58,1.00)","(998.13,346.44,0.98)","(895.75,429.23,1.00)","(861.95,405.58,0.98)","(887.72,350.66,0.99)","(1009.23,373.91,0.52)","(0.00,0.00,0.01)","(0.00,0.00,0.05)","(1224.84,309.71,1.00)","(1218.22,368.65,1.00)","(1183.87,330.47,1.00)","(1248.65,327.23,1.00)","(1146.24,362.21,1.00)","(1106.65,335.44,1.00)","(1152.32,300.57,0.88)","(1255.47,355.10,1.00)","(1254.04,316.79,0.99)","(1242.53,259.86,1.00)"
